depth,l1,l2,Mode,Frequency,Max_Deflection,Average_Deflection
5.0,50,830,4.0,319.55,28.250999999999998,10.415
5.0,50,830,5.0,463.01,18.232,10.06
5.0,50,830,6.0,482.21,17.703,8.748
5.0,100,970,1.0,50.806000000000004,17.941,8.37
5.0,100,970,2.0,141.67,17.241,8.8455
5.0,100,970,3.0,279.55,17.496,9.2231
5.0,100,970,4.0,319.17,28.206,10.215
5.0,100,970,5.0,463.22,17.817,9.5822
5.0,100,970,6.0,479.52,17.679000000000002,8.6193
5.0,140,230,1.0,52.513999999999996,18.07,8.9456
5.0,140,230,2.0,144.37,17.457,9.7981
5.0,140,230,3.0,281.31,17.766,10.315
5.0,140,230,4.0,319.96,28.343000000000004,10.933
5.0,140,230,5.0,463.81,18.062,10.389000000000001
5.0,140,230,6.0,488.04,17.761,9.198
5.0,190,350,1.0,52.312,18.059,9.2525
5.0,190,350,2.0,142.64,17.352,10.017999999999999
5.0,190,350,3.0,280.81,18.112000000000002,9.876
5.0,190,350,4.0,321.19,28.432,11.167
5.0,190,350,5.0,456.34,18.355,10.385
5.0,190,350,6.0,487.61,17.743,9.4777
5.0,140,550,1.0,51.613,18.238,9.4366
5.0,140,550,2.0,144.66,17.465999999999998,9.445
5.0,140,550,3.0,278.68,17.775,10.197000000000001
5.0,140,550,4.0,321.32,28.374000000000002,11.325
5.0,140,550,5.0,460.13,18.835,10.302999999999999
5.0,140,550,6.0,484.36,17.855999999999998,9.661
5.0,150,590,1.0,51.986000000000004,18.124000000000002,9.3107
5.0,150,590,2.0,144.26,17.438,9.7393
5.0,150,590,3.0,281.44,17.587,10.059
5.0,150,590,4.0,321.27,28.389,11.225999999999999
5.0,150,590,5.0,457.44,18.766,10.523
5.0,150,590,6.0,486.17,17.785,9.5399
5.0,230,780,1.0,52.658,18.072,8.9294
5.0,230,780,2.0,143.46,17.335,10.224
5.0,230,780,3.0,278.68,17.88,10.710999999999999
5.0,230,780,4.0,320.69,28.398000000000003,10.937000000000001
5.0,230,780,5.0,463.91,17.543,10.272
5.0,230,780,6.0,489.36,17.754,9.181000000000001
5.0,150,910,1.0,52.081,18.064,8.6543
5.0,150,910,2.0,144.75,17.311,9.3202
5.0,150,910,3.0,282.48,17.764,9.8252
5.0,150,910,4.0,319.38,28.253,10.636
5.0,150,910,5.0,463.51,18.636,10.402999999999999
5.0,150,910,6.0,485.54,17.759,8.9215
5.0,230,990,1.0,51.052,17.928,8.667
5.0,230,990,2.0,140.15,17.34,9.7298
5.0,230,990,3.0,273.65,17.736,10.116
5.0,230,990,4.0,319.37,28.284000000000002,10.565
5.0,230,990,5.0,455.84,17.660999999999998,9.829
5.0,230,990,6.0,482.13,17.733,8.9152
5.0,350,380,1.0,52.339,18.070999999999998,9.7886
5.0,350,380,2.0,143.04,17.358,10.01
5.0,350,380,3.0,283.72,17.523,9.2221
5.0,350,380,4.0,322.92,28.513,11.583
5.0,350,380,5.0,461.94,17.996,10.372
5.0,350,380,6.0,487.95,17.774,9.9681
5.0,310,490,1.0,52.011,18.27,9.8308
5.0,310,490,2.0,143.78,17.486,9.6471
5.0,310,490,3.0,278.93,17.429000000000002,10.212
5.0,310,490,4.0,322.96,28.471,11.652000000000001
5.0,310,490,5.0,467.74,17.785999999999998,9.4185
5.0,310,490,6.0,486.55,17.906,10.019
5.0,280,640,1.0,52.406000000000006,18.052,9.6567
5.0,280,640,2.0,142.48,17.664,10.299000000000001
5.0,280,640,3.0,282.82,17.566,9.5844
5.0,280,640,4.0,322.15,28.495,11.525
5.0,280,640,5.0,464.58,18.022000000000002,9.8951
5.0,280,640,6.0,488.12,17.753,9.8546
5.0,320,790,1.0,52.49100000000001,18.049,9.3759
5.0,320,790,2.0,142.22,17.442,10.267999999999999
5.0,320,790,3.0,279.58,18.284000000000002,9.9614
5.0,320,790,4.0,321.09,28.441999999999997,11.279000000000002
5.0,320,790,5.0,462.73,18.319000000000003,10.009
5.0,320,790,6.0,488.57,17.738,9.5914
5.0,300,870,1.0,52.218,18.038,9.0731
5.0,300,870,2.0,142.25,17.905,9.9416
5.0,300,870,3.0,281.39,17.805,9.9063
5.0,300,870,4.0,320.16,28.375999999999998,11.023
5.0,300,870,5.0,464.64,17.959,10.134
5.0,300,870,6.0,486.92,17.737000000000002,9.3143
5.0,330,990,1.0,50.913000000000004,17.910999999999998,9.2662
5.0,330,990,2.0,139.76,17.383,10.043
5.0,330,990,3.0,277.09,17.449,9.1868
5.0,330,990,4.0,320.19,28.346999999999998,11.046
5.0,330,990,5.0,456.37,18.082,9.4351
5.0,330,990,6.0,481.52,17.742,9.469
5.0,460,570,1.0,51.595,18.274,9.9135
5.0,460,570,2.0,144.13,17.293,9.4668
5.0,460,570,3.0,277.98,17.519000000000002,10.119
5.0,460,570,4.0,323.58,28.489,11.707
5.0,460,570,5.0,460.73,17.458,9.9701
5.0,460,570,6.0,484.76,17.879,10.097999999999999
5.0,490,630,1.0,51.92100000000001,18.285,10.14
5.0,490,630,2.0,144.22,17.297,9.3448
5.0,490,630,3.0,279.95,17.444000000000003,9.9268
5.0,490,630,4.0,323.36,28.499000000000002,11.89
5.0,490,630,5.0,464.77,18.093,9.5731
5.0,490,630,6.0,486.08,17.906,10.306
5.0,460,810,1.0,52.075,18.224,9.3865
5.0,460,810,2.0,144.4,17.461,9.6633
5.0,460,810,3.0,277.22,17.691,10.417
5.0,460,810,4.0,321.71,28.401,11.293
5.0,460,810,5.0,461.31,18.23,10.179
5.0,460,810,6.0,486.73,17.849,9.6113
5.0,450,880,1.0,51.758,18.195999999999998,9.0929
5.0,450,880,2.0,144.57,17.445999999999998,9.1492
5.0,450,880,3.0,280.07,17.802,9.9142
5.0,450,880,4.0,321.37,28.355,10.975999999999999
5.0,450,880,5.0,463.69,18.37,10.173
5.0,450,880,6.0,484.66,17.831,9.3255
5.0,480,990,1.0,50.618,18.076,9.7231
5.0,480,990,2.0,140.94,17.21,8.7137
5.0,480,990,3.0,273.77,17.47,9.8788
5.0,480,990,4.0,320.86,28.323,11.357000000000001
5.0,480,990,5.0,457.76,17.795,9.3539
5.0,480,990,6.0,480.06,17.815,9.8858
5.0,630,660,1.0,52.196999999999996,18.05,9.7306
5.0,630,660,2.0,141.93,17.358,10.121
5.0,630,660,3.0,283.89,17.511,9.2279
5.0,630,660,4.0,322.57,28.543000000000003,11.519
5.0,630,660,5.0,459.76,18.354,10.276
5.0,630,660,6.0,487.39,17.769000000000002,9.9092
5.0,570,710,1.0,52.163999999999994,18.129,9.8526
5.0,570,710,2.0,142.69,17.605,9.9426
5.0,570,710,3.0,279.77,17.496,10.052999999999999
5.0,570,710,4.0,322.53,28.51,11.651
5.0,570,710,5.0,464.18,17.951,9.7469
5.0,570,710,6.0,486.88,17.797,10.033999999999999
5.0,620,850,1.0,52.162,18.072,9.51
5.0,620,850,2.0,143.77,17.361,9.7717
5.0,620,850,3.0,282.61,17.959,9.8272
5.0,620,850,4.0,321.1,28.409000000000002,11.388
5.0,620,850,5.0,455.75,18.57,10.589
5.0,620,850,6.0,486.43,17.764,9.7212
5.0,530,990,1.0,50.666000000000004,18.070999999999998,10.007
5.0,530,990,2.0,140.94,17.262,8.3514
5.0,530,990,3.0,273.99,17.447,10.146
5.0,530,990,4.0,320.84,28.316,11.581
5.0,530,990,5.0,457.98,17.866,8.9602
5.0,530,990,6.0,480.27,17.816,10.145
5.0,680,790,1.0,52.52,18.053,9.2185
5.0,680,790,2.0,142.44,17.64,10.072000000000001
5.0,680,790,3.0,279.65,17.934,9.9516
5.0,680,790,4.0,321.14,28.441999999999997,11.127
5.0,680,790,5.0,462.22,17.855999999999998,10.067
5.0,680,790,6.0,488.67,17.742,9.4398
5.0,670,850,1.0,52.239,18.064,9.2871
5.0,670,850,2.0,143.24,17.476,10.012
5.0,670,850,3.0,282.09,17.521,9.7688
5.0,670,850,4.0,320.73,28.401999999999997,11.216
5.0,670,850,5.0,458.78,19.272000000000002,10.390999999999998
5.0,670,850,6.0,487.19,17.750999999999998,9.5149
5.0,750,990,1.0,51.037,17.910999999999998,8.815
5.0,750,990,2.0,138.97,17.588,9.4712
5.0,750,990,3.0,273.38,17.523,9.572000000000001
5.0,750,990,4.0,319.48,28.307,10.593
5.0,750,990,5.0,458.4,17.734,9.2703
5.0,750,990,6.0,482.02,17.726,9.0088
5.0,830,870,1.0,52.211000000000006,18.089000000000002,8.7537
5.0,830,870,2.0,144.91,17.317999999999998,9.5229
5.0,830,870,3.0,281.08,17.963,10.09
5.0,830,870,4.0,319.3,28.274,10.75
5.0,830,870,5.0,459.21,18.803,10.419
5.0,830,870,6.0,487.02,17.771,9.0233
5.0,820,990,1.0,51.015,17.937,8.6812
5.0,820,990,2.0,140.56,17.233,9.3798
5.0,820,990,3.0,273.95,17.883,9.7103
5.0,820,990,4.0,318.85,28.241,10.504000000000001
5.0,820,990,5.0,453.55,17.642,9.9112
5.0,820,990,6.0,481.66,17.730999999999998,8.8861
